"id_s!","family_s*","family_short_s","gradeband_s*","category_s","desc_t","band","code"
"2.RF.4.c","Common Core English Language Arts Standards","CC ELA","K-2","Reading Foundational Skills","Use context to confirm or self-correct word recognition and understanding, rereading as necessary.","2",
"2.RI.1","Common Core English Language Arts Standards","CC ELA","K-2","Reading Informational","Ask and answer such questions as who, what, where, when, why, and how to demonstrate understanding of key details in a text.","2",
"2.RI.10","Common Core English Language Arts Standards","CC ELA","K-2","Reading Informational","By the end of year, read and comprehend informational texts, including history/social studies, science, and technical texts, in the grades 2–3 text complexity band proficiently, with scaffolding as needed at the high end of the range.","2",
"2.RI.2","Common Core English Language Arts Standards","CC ELA","K-2","Reading Informational","Identify the main topic of a multiparagraph text as well as the focus of specific paragraphs within the text.","2",
"2.RI.3","Common Core English Language Arts Standards","CC ELA","K-2","Reading Informational","Describe the connection between a series of historical events, scientific ideas or concepts, or steps in technical procedures in a text.","2",
"2.RI.4","Common Core English Language Arts Standards","CC ELA","K-2","Reading Informational","Determine the meaning of words and phrases in a text relevant to a grade 2 topic or subject area.","2",
"2.RI.5","Common Core English Language Arts Standards","CC ELA","K-2","Reading Informational","Know and use various text features (e.g., captions, bold print, subheadings, glossaries, indexes, electronic menus, icons) to locate key facts or information in a text efficiently.","2",
"2.RI.6","Common Core English Language Arts Standards","CC ELA","K-2","Reading Informational","Identify the main purpose of a text, including what the author wants to answer, explain, or describe.","2",
"2.RI.7","Common Core English Language Arts Standards","CC ELA","K-2","Reading Informational","Explain how specific images (e.g., a diagram showing how a machine works) contribute to and clarify a text.","2",
"2.RI.8","Common Core English Language Arts Standards","CC ELA","K-2","Reading Informational","Describe how reasons support specific points the author makes in a text.","2",
"2.RI.9","Common Core English Language Arts Standards","CC ELA","K-2","Reading Informational","Compare and contrast the most important points presented by two texts on the same topic.","2",
"2.RL.1","Common Core English Language Arts Standards","CC ELA","K-2","Reading Literature","Ask and answer such questions as who, what, where, when, why, and how to demonstrate understanding of key details in a text.","2",
"2.RL.10","Common Core English Language Arts Standards","CC ELA","K-2","Reading Literature","By the end of the year, read and comprehend literature, including stories and poetry, in the grades 2–3 text complexity band proficiently, with scaffolding as needed at the high end of the range.","2",
"2.RL.2","Common Core English Language Arts Standards","CC ELA","K-2","Reading Literature","Recount stories, including fables and folktales from diverse cultures, and determine their central message, lesson, or moral.","2",
"2.RL.3","Common Core English Language Arts Standards","CC ELA","K-2","Reading Literature","Describe how characters in a story respond to major events and challenges.","2",
"2.RL.4","Common Core English Language Arts Standards","CC ELA","K-2","Reading Literature","Describe how words and phrases (e.g., regular beats, alliteration, rhymes, repeated lines) supply rhythm and meaning in a story, poem, or song.","2",
"2.RL.5","Common Core English Language Arts Standards","CC ELA","K-2","Reading Literature","Describe the overall structure of a story, including describing how the beginning introduces the story and the ending concludes the action.","2",
"2.RL.6","Common Core English Language Arts Standards","CC ELA","K-2","Reading Literature","Acknowledge differences in the points of view of characters, including by speaking in a different voice for each character when reading dialogue aloud.","2",
"2.RL.7","Common Core English Language Arts Standards","CC ELA","K-2","Reading Literature","Use information gained from the illustrations and words in a print or digital text to demonstrate understanding of its characters, setting, or plot.","2",
"2.RL.8","Common Core English Language Arts Standards","CC ELA","K-2","Reading Literature","(Not applicable to literature)","2",
"2.RL.9","Common Core English Language Arts Standards","CC ELA","K-2","Reading Literature","Compare and contrast two or more versions of the same story (e.g., Cinderella stories) by different authors or from different cultures.","2",
"2.SL.1","Common Core English Language Arts Standards","CC ELA","K-2","Speaking & Listening","Participate in collaborative conversations with diverse partners about grade 2 topics and texts with peers and adults in small and larger groups.","2",
"2.SL.1.a","Common Core English Language Arts Standards","CC ELA","K-2","Speaking & Listening","Follow agreed-upon rules for discussions (e.g., gaining the floor in respectful ways, listening to others with care, speaking one at a time about the topics and texts under discussion).","2",
"2.SL.1.b","Common Core English Language Arts Standards","CC ELA","K-2","Speaking & Listening","Build on others’ talk in conversations by linking their comments to the remarks of others.","2",
"2.SL.1.c","Common Core English Language Arts Standards","CC ELA","K-2","Speaking & Listening","Ask for clarification and further explanation as needed about the topics and texts under discussion.","2",
"2.SL.2","Common Core English Language Arts Standards","CC ELA","K-2","Speaking & Listening","Recount or describe key ideas or details from a text read aloud or information presented orally or through other media.","2",
"2.SL.3","Common Core English Language Arts Standards","CC ELA","K-2","Speaking & Listening","Ask and answer questions about what a speaker says in order to clarify comprehension, gather additional information, or deepen understanding of a topic or issue.","2",
"2.SL.4","Common Core English Language Arts Standards","CC ELA","K-2","Speaking & Listening","Tell a story or recount an experience with appropriate facts and relevant, descriptive details, speaking audibly in coherent sentences.","2",
"2.SL.5","Common Core English Language Arts Standards","CC ELA","K-2","Speaking & Listening","Create audio recordings of stories or poems; add drawings or other visual displays to stories or recounts of experiences when appropriate to clarify ideas, thoughts, and feelings.","2",
"2.SL.6","Common Core English Language Arts Standards","CC ELA","K-2","Speaking & Listening","Produce complete sentences when appropriate to task and situation in order to provide requested detail or clarification.","2",
"2.W.1","Common Core English Language Arts Standards","CC ELA","K-2","Writing","Write opinion pieces in which they introduce the topic or book they are writing about, state an opinion, supply reasons that support the opinion, use linking words (e.g., because, and, also) to connect opinion and reasons, and provide a concluding statement or section.","2",
"2.W.10","Common Core English Language Arts Standards","CC ELA","K-2","Writing","(Begins in grade 3)","2",
"2.W.2","Common Core English Language Arts Standards","CC ELA","K-2","Writing","Write informative/explanatory texts in which they introduce a topic, use facts and definitions to develop points, and provide a concluding statement or section.","2",
"2.W.3","Common Core English Language Arts Standards","CC ELA","K-2","Writing","Write narratives in which they recount a well-elaborated event or short sequence of events, include details to describe actions, thoughts, and feelings, use temporal words to signal event order, and provide a sense of closure.","2",
"2.W.4","Common Core English Language Arts Standards","CC ELA","K-2","Writing","(Begins in grade 3)","2",
"2.W.5","Common Core English Language Arts Standards","CC ELA","K-2","Writing","With guidance and support from adults and peers, focus on a topic and strengthen writing as needed by revising and editing.","2",
"2.W.6","Common Core English Language Arts Standards","CC ELA","K-2","Writing","With guidance and support from adults, use a variety of digital tools to produce and publish writing, including in collaboration with peers.","2",
"2.W.7","Common Core English Language Arts Standards","CC ELA","K-2","Writing","Participate in shared research and writing projects (e.g., read a number of books on a single topic to produce a report; record science observations).","2",
"2.W.8","Common Core English Language Arts Standards","CC ELA","K-2","Writing","Recall information from experiences or gather information from provided sources to answer a question.","2",
"2.W.9","Common Core English Language Arts Standards","CC ELA","K-2","Writing","(Begins in grade 4)","2",
"3.L.1","Common Core English Language Arts Standards","CC ELA","3-5","Language","Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.","3",
"3.L.1.a","Common Core English Language Arts Standards","CC ELA","3-5","Language","Explain the function of nouns, pronouns, verbs, adjectives, and adverbs in general and their functions in particular sentences.","3",
"3.L.1.b","Common Core English Language Arts Standards","CC ELA","3-5","Language","Form and use regular and irregular plural nouns.","3",
"3.L.1.c","Common Core English Language Arts Standards","CC ELA","3-5","Language","Use abstract nouns (e.g., childhood).","3",
"3.L.1.d","Common Core English Language Arts Standards","CC ELA","3-5","Language","Form and use regular and irregular verbs.","3",
"3.L.1.e","Common Core English Language Arts Standards","CC ELA","3-5","Language","Form and use the simple (e.g., I walked; I walk; I will walk) verb tenses.","3",
"3.L.1.f","Common Core English Language Arts Standards","CC ELA","3-5","Language","Ensure subject-verb and pronoun-antecedent agreement.*","3",
"3.L.1.g","Common Core English Language Arts Standards","CC ELA","3-5","Language","Form and use comparative and superlative adjectives and adverbs, and choose between them depending on what is to be modified.","3",
"3.L.1.h","Common Core English Language Arts Standards","CC ELA","3-5","Language","Use coordinating and subordinating conjunctions.","3",
"3.L.1.i","Common Core English Language Arts Standards","CC ELA","3-5","Language","Produce simple, compound, and complex sentences.","3",
"3.L.2","Common Core English Language Arts Standards","CC ELA","3-5","Language","Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.","3",
"3.L.2.a","Common Core English Language Arts Standards","CC ELA","3-5","Language","Capitalize appropriate words in titles.","3",
"3.L.2.b","Common Core English Language Arts Standards","CC ELA","3-5","Language","Use commas in addresses.","3",
"3.L.2.c","Common Core English Language Arts Standards","CC ELA","3-5","Language","Use commas and quotation marks in dialogue.","3",
"3.L.2.d","Common Core English Language Arts Standards","CC ELA","3-5","Language","Form and use possessives.","3",
"3.L.2.e","Common Core English Language Arts Standards","CC ELA","3-5","Language","Use conventional spelling for high-frequency and other studied words and for adding suffixes to base words (e.g., sitting, smiled, cries, happiness).","3",
"3.L.2.f","Common Core English Language Arts Standards","CC ELA","3-5","Language","Use spelling patterns and generalizations (e.g., word families, position-based spellings, syllable patterns, ending rules, meaningful word parts) in writing words.","3",
"3.L.2.g","Common Core English Language Arts Standards","CC ELA","3-5","Language","Consult reference materials, including beginning dictionaries, as needed to check and correct spellings.","3",
"3.L.3","Common Core English Language Arts Standards","CC ELA","3-5","Language","Use knowledge of language and its conventions when writing, speaking, reading, or listening.","3",
"3.L.3.a","Common Core English Language Arts Standards","CC ELA","3-5","Language","Choose words and phrases for effect.*","3",
"3.L.3.b","Common Core English Language Arts Standards","CC ELA","3-5","Language","Recognize and observe differences between the conventions of spoken and written standard English.","3",
"3.L.4","Common Core English Language Arts Standards","CC ELA","3-5","Language","Determine or clarify the meaning of unknown and multiple-meaning word and phrases based on grade 3 reading and content, choosing flexibly from a range of strategies.","3",
"3.L.4.a","Common Core English Language Arts Standards","CC ELA","3-5","Language","Use sentence-level context as a clue to the meaning of a word or phrase.","3",
"3.L.4.b","Common Core English Language Arts Standards","CC ELA","3-5","Language","Determine the meaning of the new word formed when a known affix is added to a known word (e.g., agreeable/disagreeable, comfortable/uncomfortable, care/careless, heat/preheat).","3",
"3.L.4.c","Common Core English Language Arts Standards","CC ELA","3-5","Language","Use a known root word as a clue to the meaning of an unknown word with the same root (e.g., company, companion).","3",
"3.L.4.d","Common Core English Language Arts Standards","CC ELA","3-5","Language","Use glossaries or beginning dictionaries, both print and digital, to determine or clarify the precise meaning of key words and phrases.","3",
"3.L.5","Common Core English Language Arts Standards","CC ELA","3-5","Language","Demonstrate understanding of figurative language, word relationships and nuances in word meanings.","3",
"3.L.5.a","Common Core English Language Arts Standards","CC ELA","3-5","Language","Distinguish the literal and nonliteral meanings of words and phrases in context (e.g., take steps).","3",
"3.L.5.b","Common Core English Language Arts Standards","CC ELA","3-5","Language","Identify real-life connections between words and their use (e.g., describe people who are friendly or helpful).","3",
"3.L.5.c","Common Core English Language Arts Standards","CC ELA","3-5","Language","Distinguish shades of meaning among related words that describe states of mind or degrees of certainty (e.g., knew, believed, suspected, heard, wondered).","3",
"3.L.6","Common Core English Language Arts Standards","CC ELA","3-5","Language","Acquire and use accurately grade-appropriate conversational, general academic, and domain-specific words and phrases, including those that signal spatial and temporal relationships (e.g., After dinner that night we went looking for them).","3",
"3.RF.3","Common Core English Language Arts Standards","CC ELA","3-5","Reading Foundational Skills","Know and apply grade-level phonics and word analysis skills in decoding words.","3",
"3.RF.3.a","Common Core English Language Arts Standards","CC ELA","3-5","Reading Foundational Skills","Identify and know the meaning of the most common prefixes and derivational suffixes.","3",
"3.RF.3.b","Common Core English Language Arts Standards","CC ELA","3-5","Reading Foundational Skills","Decode words with common Latin suffixes.","3",
"3.RF.3.c","Common Core English Language Arts Standards","CC ELA","3-5","Reading Foundational Skills","Decode multisyllable words.","3",
"3.RF.3.d","Common Core English Language Arts Standards","CC ELA","3-5","Reading Foundational Skills","Read grade-appropriate irregularly spelled words.","3",
"3.RF.4","Common Core English Language Arts Standards","CC ELA","3-5","Reading Foundational Skills","Read with sufficient accuracy and fluency to support comprehension.","3",
"3.RF.4.a","Common Core English Language Arts Standards","CC ELA","3-5","Reading Foundational Skills","Read on-level text with purpose and understanding.","3",
"3.RF.4.b","Common Core English Language Arts Standards","CC ELA","3-5","Reading Foundational Skills","Read on-level prose and poetry orally with accuracy, appropriate rate, and expression on successive readings","3",
"3.RF.4.c","Common Core English Language Arts Standards","CC ELA","3-5","Reading Foundational Skills","Use context to confirm or self-correct word recognition and understanding, rereading as necessary.","3",
"3.RI.1","Common Core English Language Arts Standards","CC ELA","3-5","Reading Informational","Ask and answer questions to demonstrate understanding of a text, referring explicitly to the text as the basis for the answers.","3",
"3.RI.10","Common Core English Language Arts Standards","CC ELA","3-5","Reading Informational","By the end of the year, read and comprehend informational texts, including history/social studies, science, and technical texts, at the high end of the grades 2–3 text complexity band independently and proficiently.","3",
"3.RI.2","Common Core English Language Arts Standards","CC ELA","3-5","Reading Informational","Determine the main idea of a text; recount the key details and explain how they support the main idea.","3",
"3.RI.3","Common Core English Language Arts Standards","CC ELA","3-5","Reading Informational","Describe the relationship between a series of historical events, scientific ideas or concepts, or steps in technical procedures in a text, using language that pertains to time, sequence, and cause/effect.","3",
"3.RI.4","Common Core English Language Arts Standards","CC ELA","3-5","Reading Informational","Determine the meaning of general academic and domain-specific words and phrases in a text relevant to a grade 3 topic or subject area.","3",
"3.RI.5","Common Core English Language Arts Standards","CC ELA","3-5","Reading Informational","Use text features and search tools (e.g., key words, sidebars, hyperlinks) to locate information relevant to a given topic efficiently.","3",
"3.RI.6","Common Core English Language Arts Standards","CC ELA","3-5","Reading Informational","Distinguish their own point of view from that of the author of a text.","3",
"3.RI.7","Common Core English Language Arts Standards","CC ELA","3-5","Reading Informational","Use information gained from illustrations (e.g., maps, photographs) and the words in a text to demonstrate understanding of the text (e.g., where, when, why, and how key events occur).","3",
"3.RI.8","Common Core English Language Arts Standards","CC ELA","3-5","Reading Informational","Describe the logical connection between particular sentences and paragraphs in a text (e.g., comparison, cause/effect, first/second/third in a sequence).","3",
"3.RI.9","Common Core English Language Arts Standards","CC ELA","3-5","Reading Informational","Compare and contrast the most important points and key details presented in two texts on the same topic.","3",
"3.RL.1","Common Core English Language Arts Standards","CC ELA","3-5","Reading Literature","Ask and answer questions to demonstrate understanding of a text, referring explicitly to the text as the basis for the answers.","3",
"3.RL.10","Common Core English Language Arts Standards","CC ELA","3-5","Reading Literature","By the end of the year, read and comprehend literature, including stories, dramas, and poetry, at the high end of the grades 2–3 text complexity band independently and proficiently.","3",
"3.RL.2","Common Core English Language Arts Standards","CC ELA","3-5","Reading Literature","Recount stories, including fables, folktales, and myths from diverse cultures; determine the central message, lesson, or moral and explain how it is conveyed through key details in the text.","3",
"3.RL.3","Common Core English Language Arts Standards","CC ELA","3-5","Reading Literature","Describe characters in a story (e.g., their traits, motivations, or feelings) and explain how their actions contribute to the sequence of events.","3",
"3.RL.4","Common Core English Language Arts Standards","CC ELA","3-5","Reading Literature","Determine the meaning of words and phrases as they are used in a text, distinguishing literal from nonliteral language.","3",
"3.RL.5","Common Core English Language Arts Standards","CC ELA","3-5","Reading Literature","Refer to parts of stories, dramas, and poems when writing or speaking about a text, using terms such as chapter, scene, and stanza; describe how each successive part builds on earlier sections.","3",
"3.RL.6","Common Core English Language Arts Standards","CC ELA","3-5","Reading Literature","Distinguish their own point of view from that of the narrator or those of the characters.","3",
"3.RL.7","Common Core English Language Arts Standards","CC ELA","3-5","Reading Literature","Explain how specific aspects of a text’s illustrations contribute to what is conveyed by the words in a story (e.g., create mood, emphasize aspects of a character or setting).","3",
"3.RL.8","Common Core English Language Arts Standards","CC ELA","3-5","Reading Literature","(Not applicable to literature)","3",
"3.RL.9","Common Core English Language Arts Standards","CC ELA","3-5","Reading Literature","Compare and contrast the themes, settings, and plots of stories written by the same author about the same or similar characters (e.g., in books from a series).","3",
"3.SL.1","Common Core English Language Arts Standards","CC ELA","3-5","Speaking & Listening","Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 3 topics and texts, building on others’ ideas and expressing their own clearly.","3",
"3.SL.1.a","Common Core English Language Arts Standards","CC ELA","3-5","Speaking & Listening","Come to discussions prepared, having read or studied required material; explicitly draw on that preparation and other information known about the topic to explore ideas under discussion.","3",
"3.SL.1.b","Common Core English Language Arts Standards","CC ELA","3-5","Speaking & Listening","Follow agreed-upon rules for discussions (e.g., gaining the floor in respectful ways, listening to others with care, speaking one at a time about the topics and texts under discussion).","3",
"3.SL.1.c","Common Core English Language Arts Standards","CC ELA","3-5","Speaking & Listening","Ask questions to check understanding of information presented, stay on topic, and link their comments to the remarks of others.","3",
"3.SL.1.d","Common Core English Language Arts Standards","CC ELA","3-5","Speaking & Listening","Explain their own ideas and understanding in light of the discussion.","3",
"3.SL.2","Common Core English Language Arts Standards","CC ELA","3-5","Speaking & Listening","Determine the main ideas and supporting details of a text read aloud or information presented in diverse media and formats, including visually, quantitatively, and orally.","3",
"3.SL.3","Common Core English Language Arts Standards","CC ELA","3-5","Speaking & Listening","Ask and answer questions about information from a speaker, offering appropriate elaboration and detail.","3",
"3.SL.4","Common Core English Language Arts Standards","CC ELA","3-5","Speaking & Listening","Report on a topic or text, tell a story, or recount an experience with appropriate facts and relevant, descriptive details, speaking clearly at an understandable pace.","3",
"3.SL.5","Common Core English Language Arts Standards","CC ELA","3-5","Speaking & Listening","Create engaging audio recordings of stories or poems that demonstrate fluid reading at an understandable pace; add visual displays when appropriate to emphasize or enhance certain facts or details.","3",
"3.SL.6","Common Core English Language Arts Standards","CC ELA","3-5","Speaking & Listening","Speak in complete sentences when appropriate to task and situation in order to provide requested detail or clarification.","3",
"3.W.1","Common Core English Language Arts Standards","CC ELA","3-5","Writing","Write opinion pieces on topics or texts, supporting a point of view with reasons.","3",
"3.W.1.a","Common Core English Language Arts Standards","CC ELA","3-5","Writing","Introduce the topic or text they are writing about, state an opinion, and create an organizational structure that lists reasons.","3",
"3.W.1.b","Common Core English Language Arts Standards","CC ELA","3-5","Writing","Provide reasons that support the opinion.","3",
"3.W.1.c","Common Core English Language Arts Standards","CC ELA","3-5","Writing","Use linking words and phrases (e.g., because, therefore, since, for example) to connect opinion and reasons.","3",
"3.W.1.d","Common Core English Language Arts Standards","CC ELA","3-5","Writing","Provide a concluding statement or section.","3",
"3.W.10","Common Core English Language Arts Standards","CC ELA","3-5","Writing","Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences.","3",
"3.W.2","Common Core English Language Arts Standards","CC ELA","3-5","Writing","Write informative/explanatory texts to examine a topic and convey ideas and information clearly.","3",
"3.W.2.a","Common Core English Language Arts Standards","CC ELA","3-5","Writing","Introduce a topic and group related information together; include illustrations when useful to aiding comprehension.","3",
"3.W.2.b","Common Core English Language Arts Standards","CC ELA","3-5","Writing","Develop the topic with facts, definitions, and details.","3",
"3.W.2.c","Common Core English Language Arts Standards","CC ELA","3-5","Writing","Use linking words and phrases (e.g., also, another, and, more, but) to connect ideas within categories of information.","3",
"3.W.2.d","Common Core English Language Arts Standards","CC ELA","3-5","Writing","Provide a concluding statement or section.","3",
"3.W.3","Common Core English Language Arts Standards","CC ELA","3-5","Writing","Write narratives to develop real or imagined experiences or events using effective technique, descriptive details, and clear event sequences.","3",
"3.W.3.a","Common Core English Language Arts Standards","CC ELA","3-5","Writing","Establish a situation and introduce a narrator and/or characters; organize an event sequence that unfolds naturally.","3",
"3.W.3.b","Common Core English Language Arts Standards","CC ELA","3-5","Writing","Use dialogue and descriptions of actions, thoughts, and feelings to develop experiences and events or show the response of characters to situations.","3",
"3.W.3.c","Common Core English Language Arts Standards","CC ELA","3-5","Writing","Use temporal words and phrases to signal event order.","3",
"3.W.3.d","Common Core English Language Arts Standards","CC ELA","3-5","Writing","Provide a sense of closure.","3",
"3.W.4","Common Core English Language Arts Standards","CC ELA","3-5","Writing","With guidance and support from adults, produce writing in which the development and organization are appropriate to task and purpose. (Grade-specific expectations for writing types are defined in standards 1–3 above.)","3",
"3.W.5","Common Core English Language Arts Standards","CC ELA","3-5","Writing","With guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, and editing.","3",
"3.W.6","Common Core English Language Arts Standards","CC ELA","3-5","Writing","With guidance and support from adults, use technology to produce and publish writing (using keyboarding skills) as well as to interact and collaborate with others.","3",
"3.W.7","Common Core English Language Arts Standards","CC ELA","3-5","Writing","Conduct short research projects that build knowledge about a topic.","3",
"3.W.8","Common Core English Language Arts Standards","CC ELA","3-5","Writing","Recall information from experiences or gather information from print and digital sources; take brief notes on sources and sort evidence into provided categories.","3",
"3.W.9","Common Core English Language Arts Standards","CC ELA","3-5","Writing","(Begins in grade 4)","3",
"4.L.1","Common Core English Language Arts Standards","CC ELA","3-5","Language","Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.","4",
"4.L.1.a","Common Core English Language Arts Standards","CC ELA","3-5","Language","Use relative pronouns (who, whose, whom, which, that) and relative adverbs (where, when, why).","4",
"4.L.1.b","Common Core English Language Arts Standards","CC ELA","3-5","Language","Form and use the progressive (e.g., I was walking; I am walking; I will be walking) verb tenses.","4",
"4.L.1.c","Common Core English Language Arts Standards","CC ELA","3-5","Language","Use modal auxiliaries (e.g., can, may, must) to convey various conditions.","4",
"4.L.1.d","Common Core English Language Arts Standards","CC ELA","3-5","Language","Order adjectives within sentences according to conventional patterns (e.g., a small red bag rather than a red small bag).","4",
"4.L.1.e","Common Core English Language Arts Standards","CC ELA","3-5","Language","Form and use prepositional phrases.","4",
"4.L.1.f","Common Core English Language Arts Standards","CC ELA","3-5","Language","Produce complete sentences, recognizing and correcting inappropriate fragments and run-ons.*","4",
"4.L.1.g","Common Core English Language Arts Standards","CC ELA","3-5","Language","Correctly use frequently confused words (e.g., to, too, two; there, their).*","4",
"4.L.2","Common Core English Language Arts Standards","CC ELA","3-5","Language","Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.","4",
"4.L.2.a","Common Core English Language Arts Standards","CC ELA","3-5","Language","Use correct capitalization.","4",
"4.L.2.b","Common Core English Language Arts Standards","CC ELA","3-5","Language","Use commas and quotation marks to mark direct speech and quotations from a text.","4",
"4.L.2.c","Common Core English Language Arts Standards","CC ELA","3-5","Language","Use a comma before a coordinating conjunction in a compound sentence.","4",
"4.L.2.d","Common Core English Language Arts Standards","CC ELA","3-5","Language","Spell grade-appropriate words correctly, consulting references as needed.","4",
"4.L.3","Common Core English Language Arts Standards","CC ELA","3-5","Language","Use knowledge of language and its conventions when writing, speaking, reading, or listening.","4",
"4.L.3.a","Common Core English Language Arts Standards","CC ELA","3-5","Language","Choose words and phrases to convey ideas precisely.*","4",
"4.L.3.b","Common Core English Language Arts Standards","CC ELA","3-5","Language","Choose punctuation for effect.*","4",
"4.L.3.c","Common Core English Language Arts Standards","CC ELA","3-5","Language","Differentiate between contexts that call for formal English (e.g., presenting ideas) and situations where informal discourse is appropriate (e.g., small-group discussion).","4",
"4.L.4","Common Core English Language Arts Standards","CC ELA","3-5","Language","Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grade 4 reading and content, choosing flexibly from a range of strategies.","4",
"4.L.4.a","Common Core English Language Arts Standards","CC ELA","3-5","Language","Use context (e.g., definitions, examples, or restatements in text) as a clue to the meaning of a word or phrase.","4",
"4.L.4.b","Common Core English Language Arts Standards","CC ELA","3-5","Language","Use common, grade-appropriate Greek and Latin affixes and roots as clues to the meaning of a word (e.g., telegraph, photograph, autograph).","4",
"4.L.4.c","Common Core English Language Arts Standards","CC ELA","3-5","Language","Consult reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation and determine or clarify the precise meaning of key words and phrases.","4",
"4.L.5","Common Core English Language Arts Standards","CC ELA","3-5","Language","Demonstrate understanding of figurative language, word relationships, and nuances in word meanings.","4",
"4.L.5.a","Common Core English Language Arts Standards","CC ELA","3-5","Language","Explain the meaning of simple similes and metaphors (e.g., as pretty as a picture) in context.","4",
"4.L.5.b","Common Core English Language Arts Standards","CC ELA","3-5","Language","Recognize and explain the meaning of common idioms, adages, and proverbs.","4",
"4.L.5.c","Common Core English Language Arts Standards","CC ELA","3-5","Language","Demonstrate understanding of words by relating them to their opposites (antonyms) and to words with similar but not identical meanings (synonyms).","4",
"4.L.6","Common Core English Language Arts Standards","CC ELA","3-5","Language","Acquire and use accurately grade-appropriate general academic and domain-specific words and phrases, including those that signal precise actions, emotions, or states of being (e.g., quizzed, whined, stammered) and that are basic to a particular topic (e.g., wildlife, conservation, and endangered when discussing animal preservation).","4",
"4.RF.3","Common Core English Language Arts Standards","CC ELA","3-5","Reading Foundational Skills","Know and apply grade-level phonics and word analysis skills in decoding words.","4",
"4.RF.3.a","Common Core English Language Arts Standards","CC ELA","3-5","Reading Foundational Skills","Use combined knowledge of all letter-sound correspondences, syllabication patterns, and morphology (e.g., roots and affixes) to read accurately unfamiliar multisyllabic words in context and out of context.","4",
"4.RF.4","Common Core English Language Arts Standards","CC ELA","3-5","Reading Foundational Skills","Read with sufficient accuracy and fluency to support comprehension.","4",
"4.RF.4.a","Common Core English Language Arts Standards","CC ELA","3-5","Reading Foundational Skills","Read on-level text with purpose and understanding.","4",
"4.RF.4.b","Common Core English Language Arts Standards","CC ELA","3-5","Reading Foundational Skills","Read on-level prose and poetry orally with accuracy, appropriate rate, and expression on successive readings.","4",
"4.RF.4.c","Common Core English Language Arts Standards","CC ELA","3-5","Reading Foundational Skills","Use context to confirm or self-correct word recognition and understanding, rereading as necessary.","4",
"4.RI.1","Common Core English Language Arts Standards","CC ELA","3-5","Reading Informational","Refer to details and examples in a text when explaining what the text says explicitly and when drawing inferences from the text.","4",
"4.RI.10","Common Core English Language Arts Standards","CC ELA","3-5","Reading Informational","By the end of year, read and comprehend informational texts, including history/social studies, science, and technical texts, in the grades 4–5 text complexity band proficiently, with scaffolding as needed at the high end of the range.","4",
"4.RI.2","Common Core English Language Arts Standards","CC ELA","3-5","Reading Informational","Determine the main idea of a text and explain how it is supported by key details; summarize the text.","4",
"4.RI.3","Common Core English Language Arts Standards","CC ELA","3-5","Reading Informational","Explain events, procedures, ideas, or concepts in a historical, scientific, or technical text, including what happened and why, based on specific information in the text.","4",
"4.RI.4","Common Core English Language Arts Standards","CC ELA","3-5","Reading Informational","Determine the meaning of general academic and domain-specific words or phrases in a text relevant to a grade 4 topic or subject area.","4",
"4.RI.5","Common Core English Language Arts Standards","CC ELA","3-5","Reading Informational","Describe the overall structure (e.g., chronology, comparison, cause/effect, problem/solution) of events, ideas, concepts, or information in a text or part of a text.","4",
"4.RI.6","Common Core English Language Arts Standards","CC ELA","3-5","Reading Informational","Compare and contrast a firsthand and secondhand account of the same event or topic; describe the differences in focus and the information provided.","4",
"4.RI.7","Common Core English Language Arts Standards","CC ELA","3-5","Reading Informational","Interpret information presented visually, orally, or quantitatively (e.g., in charts, graphs, diagrams, time lines, animations, or interactive elements on Web pages) and explain how the information contributes to an understanding of the text in which it appears.","4",
"4.RI.8","Common Core English Language Arts Standards","CC ELA","3-5","Reading Informational","Explain how an author uses reasons and evidence to support particular points in a text.","4",
"4.RI.9","Common Core English Language Arts Standards","CC ELA","3-5","Reading Informational","Integrate information from two texts on the same topic in order to write or speak about the subject knowledgeably.","4",
"4.RL.1","Common Core English Language Arts Standards","CC ELA","3-5","Reading Literature","Refer to details and examples in a text when explaining what the text says explicitly and when drawing inferences from the text.","4",
"4.RL.10","Common Core English Language Arts Standards","CC ELA","3-5","Reading Literature","By the end of the year, read and comprehend literature, including stories, dramas, and poetry, in the grades 4–5 text complexity band proficiently, with scaffolding as needed at the high end of the range.","4",
"4.RL.2","Common Core English Language Arts Standards","CC ELA","3-5","Reading Literature","Determine a theme of a story, drama, or poem from details in the text; summarize the text.","4",
"4.RL.3","Common Core English Language Arts Standards","CC ELA","3-5","Reading Literature","Describe in depth a character, setting, or event in a story or drama, drawing on specific details in the text (e.g., a character’s thoughts, words, or actions).","4",
"4.RL.4","Common Core English Language Arts Standards","CC ELA","3-5","Reading Literature","Determine the meaning of words and phrases as they are used in a text, including those that allude to significant characters found in mythology (e.g., Herculean).","4",
