"shortcode","framework","category","name","gradeband"
"2.L.5.b",3,12,"Distinguish shades of meaning among closely related verbs (e.g., toss, throw, hurl) and closely related adjectives (e.g., thin, slender, skinny, scrawny).",10
"2.L.6",3,12,"Use words and phrases acquired through conversations, reading and being read to, and responding to texts, including using adjectives and adverbs to describe (e.g., When other kids are happy that makes me happy).",10
"2.RF.3",3,13,"Know and apply grade-level phonics and word analysis skills in decoding words.",10
"2.RF.3.a",3,13,"Distinguish long and short vowels when reading regularly spelled one-syllable words.",10
"2.RF.3.b",3,13,"Know spelling-sound correspondences for additional common vowel teams.",10
"2.RF.3.c",3,13,"Decode regularly spelled two-syllable words with long vowels.",10
"2.RF.3.d",3,13,"Decode words with common prefixes and suffixes.",10
"2.RF.3.e",3,13,"Identify words with inconsistent but common spelling-sound correspondences.",10
"2.RF.3.f",3,13,"Recognize and read grade-appropriate irregularly spelled words.",10
"2.RF.4",3,13,"Read with sufficient accuracy and fluency to support comprehension.",10
"2.RF.4.a",3,13,"Read on-level text with purpose and understanding.",10
"2.RF.4.b",3,13,"Read on-level text orally with accuracy, appropriate rate, and expression on successive readings.",10
"2.RF.4.c",3,13,"Use context to confirm or self-correct word recognition and understanding, rereading as necessary.",10
"2.RI.1",3,15,"Ask and answer such questions as who, what, where, when, why, and how to demonstrate understanding of key details in a text.",10
"2.RI.10",3,15,"By the end of year, read and comprehend informational texts, including history/social studies, science, and technical texts, in the grades 2–3 text complexity band proficiently, with scaffolding as needed at the high end of the range.",10
"2.RI.2",3,15,"Identify the main topic of a multiparagraph text as well as the focus of specific paragraphs within the text.",10
"2.RI.3",3,15,"Describe the connection between a series of historical events, scientific ideas or concepts, or steps in technical procedures in a text.",10
"2.RI.4",3,15,"Determine the meaning of words and phrases in a text relevant to a grade 2 topic or subject area.",10
"2.RI.5",3,15,"Know and use various text features (e.g., captions, bold print, subheadings, glossaries, indexes, electronic menus, icons) to locate key facts or information in a text efficiently.",10
"2.RI.6",3,15,"Identify the main purpose of a text, including what the author wants to answer, explain, or describe.",10
"2.RI.7",3,15,"Explain how specific images (e.g., a diagram showing how a machine works) contribute to and clarify a text.",10
"2.RI.8",3,15,"Describe how reasons support specific points the author makes in a text.",10
"2.RI.9",3,15,"Compare and contrast the most important points presented by two texts on the same topic.",10
"2.RL.1",3,16,"Ask and answer such questions as who, what, where, when, why, and how to demonstrate understanding of key details in a text.",10
"2.RL.10",3,16,"By the end of the year, read and comprehend literature, including stories and poetry, in the grades 2–3 text complexity band proficiently, with scaffolding as needed at the high end of the range.",10
"2.RL.2",3,16,"Recount stories, including fables and folktales from diverse cultures, and determine their central message, lesson, or moral.",10
"2.RL.3",3,16,"Describe how characters in a story respond to major events and challenges.",10
"2.RL.4",3,16,"Describe how words and phrases (e.g., regular beats, alliteration, rhymes, repeated lines) supply rhythm and meaning in a story, poem, or song.",10
"2.RL.5",3,16,"Describe the overall structure of a story, including describing how the beginning introduces the story and the ending concludes the action.",10
"2.RL.6",3,16,"Acknowledge differences in the points of view of characters, including by speaking in a different voice for each character when reading dialogue aloud.",10
"2.RL.7",3,16,"Use information gained from the illustrations and words in a print or digital text to demonstrate understanding of its characters, setting, or plot.",10
"2.RL.8",3,16,"(Not applicable to literature)",10
"2.RL.9",3,16,"Compare and contrast two or more versions of the same story (e.g., Cinderella stories) by different authors or from different cultures.",10
"2.SL.1",3,18,"Participate in collaborative conversations with diverse partners about grade 2 topics and texts with peers and adults in small and larger groups.",10
"2.SL.1.a",3,18,"Follow agreed-upon rules for discussions (e.g., gaining the floor in respectful ways, listening to others with care, speaking one at a time about the topics and texts under discussion).",10
"2.SL.1.b",3,18,"Build on others’ talk in conversations by linking their comments to the remarks of others.",10
"2.SL.1.c",3,18,"Ask for clarification and further explanation as needed about the topics and texts under discussion.",10
"2.SL.2",3,18,"Recount or describe key ideas or details from a text read aloud or information presented orally or through other media.",10
"2.SL.3",3,18,"Ask and answer questions about what a speaker says in order to clarify comprehension, gather additional information, or deepen understanding of a topic or issue.",10
"2.SL.4",3,18,"Tell a story or recount an experience with appropriate facts and relevant, descriptive details, speaking audibly in coherent sentences.",10
"2.SL.5",3,18,"Create audio recordings of stories or poems; add drawings or other visual displays to stories or recounts of experiences when appropriate to clarify ideas, thoughts, and feelings.",10
"2.SL.6",3,18,"Produce complete sentences when appropriate to task and situation in order to provide requested detail or clarification.",10
"2.W.1",3,19,"Write opinion pieces in which they introduce the topic or book they are writing about, state an opinion, supply reasons that support the opinion, use linking words (e.g., because, and, also) to connect opinion and reasons, and provide a concluding statement or section.",10
"2.W.10",3,19,"(Begins in grade 3)",10
"2.W.2",3,19,"Write informative/explanatory texts in which they introduce a topic, use facts and definitions to develop points, and provide a concluding statement or section.",10
"2.W.3",3,19,"Write narratives in which they recount a well-elaborated event or short sequence of events, include details to describe actions, thoughts, and feelings, use temporal words to signal event order, and provide a sense of closure.",10
"2.W.4",3,19,"(Begins in grade 3)",10
"2.W.5",3,19,"With guidance and support from adults and peers, focus on a topic and strengthen writing as needed by revising and editing.",10
"2.W.6",3,19,"With guidance and support from adults, use a variety of digital tools to produce and publish writing, including in collaboration with peers.",10
"2.W.7",3,19,"Participate in shared research and writing projects (e.g., read a number of books on a single topic to produce a report; record science observations).",10
"2.W.8",3,19,"Recall information from experiences or gather information from provided sources to answer a question.",10
"2.W.9",3,19,"(Begins in grade 4)",10
"3.L.1",3,12,"Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.",11
"3.L.1.a",3,12,"Explain the function of nouns, pronouns, verbs, adjectives, and adverbs in general and their functions in particular sentences.",11
"3.L.1.b",3,12,"Form and use regular and irregular plural nouns.",11
"3.L.1.c",3,12,"Use abstract nouns (e.g., childhood).",11
"3.L.1.d",3,12,"Form and use regular and irregular verbs.",11
"3.L.1.e",3,12,"Form and use the simple (e.g., I walked; I walk; I will walk) verb tenses.",11
"3.L.1.f",3,12,"Ensure subject-verb and pronoun-antecedent agreement.*",11
"3.L.1.g",3,12,"Form and use comparative and superlative adjectives and adverbs, and choose between them depending on what is to be modified.",11
"3.L.1.h",3,12,"Use coordinating and subordinating conjunctions.",11
"3.L.1.i",3,12,"Produce simple, compound, and complex sentences.",11
"3.L.2",3,12,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.",11
"3.L.2.a",3,12,"Capitalize appropriate words in titles.",11
"3.L.2.b",3,12,"Use commas in addresses.",11
"3.L.2.c",3,12,"Use commas and quotation marks in dialogue.",11
"3.L.2.d",3,12,"Form and use possessives.",11
"3.L.2.e",3,12,"Use conventional spelling for high-frequency and other studied words and for adding suffixes to base words (e.g., sitting, smiled, cries, happiness).",11
"3.L.2.f",3,12,"Use spelling patterns and generalizations (e.g., word families, position-based spellings, syllable patterns, ending rules, meaningful word parts) in writing words.",11
"3.L.2.g",3,12,"Consult reference materials, including beginning dictionaries, as needed to check and correct spellings.",11
"3.L.3",3,12,"Use knowledge of language and its conventions when writing, speaking, reading, or listening.",11
"3.L.3.a",3,12,"Choose words and phrases for effect.*",11
"3.L.3.b",3,12,"Recognize and observe differences between the conventions of spoken and written standard English.",11
"3.L.4",3,12,"Determine or clarify the meaning of unknown and multiple-meaning word and phrases based on grade 3 reading and content, choosing flexibly from a range of strategies.",11
"3.L.4.a",3,12,"Use sentence-level context as a clue to the meaning of a word or phrase.",11
"3.L.4.b",3,12,"Determine the meaning of the new word formed when a known affix is added to a known word (e.g., agreeable/disagreeable, comfortable/uncomfortable, care/careless, heat/preheat).",11
"3.L.4.c",3,12,"Use a known root word as a clue to the meaning of an unknown word with the same root (e.g., company, companion).",11
"3.L.4.d",3,12,"Use glossaries or beginning dictionaries, both print and digital, to determine or clarify the precise meaning of key words and phrases.",11
"3.L.5",3,12,"Demonstrate understanding of figurative language, word relationships and nuances in word meanings.",11
"3.L.5.a",3,12,"Distinguish the literal and nonliteral meanings of words and phrases in context (e.g., take steps).",11
"3.L.5.b",3,12,"Identify real-life connections between words and their use (e.g., describe people who are friendly or helpful).",11
"3.L.5.c",3,12,"Distinguish shades of meaning among related words that describe states of mind or degrees of certainty (e.g., knew, believed, suspected, heard, wondered).",11
"3.L.6",3,12,"Acquire and use accurately grade-appropriate conversational, general academic, and domain-specific words and phrases, including those that signal spatial and temporal relationships (e.g., After dinner that night we went looking for them).",11
"3.RF.3",3,13,"Know and apply grade-level phonics and word analysis skills in decoding words.",11
"3.RF.3.a",3,13,"Identify and know the meaning of the most common prefixes and derivational suffixes.",11
"3.RF.3.b",3,13,"Decode words with common Latin suffixes.",11
"3.RF.3.c",3,13,"Decode multisyllable words.",11
"3.RF.3.d",3,13,"Read grade-appropriate irregularly spelled words.",11
"3.RF.4",3,13,"Read with sufficient accuracy and fluency to support comprehension.",11
"3.RF.4.a",3,13,"Read on-level text with purpose and understanding.",11
"3.RF.4.b",3,13,"Read on-level prose and poetry orally with accuracy, appropriate rate, and expression on successive readings",11
"3.RF.4.c",3,13,"Use context to confirm or self-correct word recognition and understanding, rereading as necessary.",11
"3.RI.1",3,15,"Ask and answer questions to demonstrate understanding of a text, referring explicitly to the text as the basis for the answers.",11
"3.RI.10",3,15,"By the end of the year, read and comprehend informational texts, including history/social studies, science, and technical texts, at the high end of the grades 2–3 text complexity band independently and proficiently.",11
"3.RI.2",3,15,"Determine the main idea of a text; recount the key details and explain how they support the main idea.",11
"3.RI.3",3,15,"Describe the relationship between a series of historical events, scientific ideas or concepts, or steps in technical procedures in a text, using language that pertains to time, sequence, and cause/effect.",11
"3.RI.4",3,15,"Determine the meaning of general academic and domain-specific words and phrases in a text relevant to a grade 3 topic or subject area.",11
"3.RI.5",3,15,"Use text features and search tools (e.g., key words, sidebars, hyperlinks) to locate information relevant to a given topic efficiently.",11
"3.RI.6",3,15,"Distinguish their own point of view from that of the author of a text.",11
"3.RI.7",3,15,"Use information gained from illustrations (e.g., maps, photographs) and the words in a text to demonstrate understanding of the text (e.g., where, when, why, and how key events occur).",11
"3.RI.8",3,15,"Describe the logical connection between particular sentences and paragraphs in a text (e.g., comparison, cause/effect, first/second/third in a sequence).",11
"3.RI.9",3,15,"Compare and contrast the most important points and key details presented in two texts on the same topic.",11
"3.RL.1",3,16,"Ask and answer questions to demonstrate understanding of a text, referring explicitly to the text as the basis for the answers.",11
"3.RL.10",3,16,"By the end of the year, read and comprehend literature, including stories, dramas, and poetry, at the high end of the grades 2–3 text complexity band independently and proficiently.",11
"3.RL.2",3,16,"Recount stories, including fables, folktales, and myths from diverse cultures; determine the central message, lesson, or moral and explain how it is conveyed through key details in the text.",11
"3.RL.3",3,16,"Describe characters in a story (e.g., their traits, motivations, or feelings) and explain how their actions contribute to the sequence of events.",11
"3.RL.4",3,16,"Determine the meaning of words and phrases as they are used in a text, distinguishing literal from nonliteral language.",11
"3.RL.5",3,16,"Refer to parts of stories, dramas, and poems when writing or speaking about a text, using terms such as chapter, scene, and stanza; describe how each successive part builds on earlier sections.",11
"3.RL.6",3,16,"Distinguish their own point of view from that of the narrator or those of the characters.",11
"3.RL.7",3,16,"Explain how specific aspects of a text’s illustrations contribute to what is conveyed by the words in a story (e.g., create mood, emphasize aspects of a character or setting).",11
"3.RL.8",3,16,"(Not applicable to literature)",11
"3.RL.9",3,16,"Compare and contrast the themes, settings, and plots of stories written by the same author about the same or similar characters (e.g., in books from a series).",11
"3.SL.1",3,18,"Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 3 topics and texts, building on others’ ideas and expressing their own clearly.",11
"3.SL.1.a",3,18,"Come to discussions prepared, having read or studied required material; explicitly draw on that preparation and other information known about the topic to explore ideas under discussion.",11
"3.SL.1.b",3,18,"Follow agreed-upon rules for discussions (e.g., gaining the floor in respectful ways, listening to others with care, speaking one at a time about the topics and texts under discussion).",11
"3.SL.1.c",3,18,"Ask questions to check understanding of information presented, stay on topic, and link their comments to the remarks of others.",11
"3.SL.1.d",3,18,"Explain their own ideas and understanding in light of the discussion.",11
"3.SL.2",3,18,"Determine the main ideas and supporting details of a text read aloud or information presented in diverse media and formats, including visually, quantitatively, and orally.",11
"3.SL.3",3,18,"Ask and answer questions about information from a speaker, offering appropriate elaboration and detail.",11
"3.SL.4",3,18,"Report on a topic or text, tell a story, or recount an experience with appropriate facts and relevant, descriptive details, speaking clearly at an understandable pace.",11
"3.SL.5",3,18,"Create engaging audio recordings of stories or poems that demonstrate fluid reading at an understandable pace; add visual displays when appropriate to emphasize or enhance certain facts or details.",11
"3.SL.6",3,18,"Speak in complete sentences when appropriate to task and situation in order to provide requested detail or clarification.",11
"3.W.1",3,19,"Write opinion pieces on topics or texts, supporting a point of view with reasons.",11
"3.W.1.a",3,19,"Introduce the topic or text they are writing about, state an opinion, and create an organizational structure that lists reasons.",11
"3.W.1.b",3,19,"Provide reasons that support the opinion.",11
"3.W.1.c",3,19,"Use linking words and phrases (e.g., because, therefore, since, for example) to connect opinion and reasons.",11
"3.W.1.d",3,19,"Provide a concluding statement or section.",11
"3.W.10",3,19,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences.",11
"3.W.2",3,19,"Write informative/explanatory texts to examine a topic and convey ideas and information clearly.",11
"3.W.2.a",3,19,"Introduce a topic and group related information together; include illustrations when useful to aiding comprehension.",11
"3.W.2.b",3,19,"Develop the topic with facts, definitions, and details.",11
"3.W.2.c",3,19,"Use linking words and phrases (e.g., also, another, and, more, but) to connect ideas within categories of information.",11
"3.W.2.d",3,19,"Provide a concluding statement or section.",11
"3.W.3",3,19,"Write narratives to develop real or imagined experiences or events using effective technique, descriptive details, and clear event sequences.",11
"3.W.3.a",3,19,"Establish a situation and introduce a narrator and/or characters; organize an event sequence that unfolds naturally.",11
"3.W.3.b",3,19,"Use dialogue and descriptions of actions, thoughts, and feelings to develop experiences and events or show the response of characters to situations.",11
"3.W.3.c",3,19,"Use temporal words and phrases to signal event order.",11
"3.W.3.d",3,19,"Provide a sense of closure.",11
"3.W.4",3,19,"With guidance and support from adults, produce writing in which the development and organization are appropriate to task and purpose. (Grade-specific expectations for writing types are defined in standards 1–3 above.)",11
"3.W.5",3,19,"With guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, and editing.",11
"3.W.6",3,19,"With guidance and support from adults, use technology to produce and publish writing (using keyboarding skills) as well as to interact and collaborate with others.",11
"3.W.7",3,19,"Conduct short research projects that build knowledge about a topic.",11
"3.W.8",3,19,"Recall information from experiences or gather information from print and digital sources; take brief notes on sources and sort evidence into provided categories.",11
"3.W.9",3,19,"(Begins in grade 4)",11
"4.L.1",3,12,"Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.",12
"4.L.1.a",3,12,"Use relative pronouns (who, whose, whom, which, that) and relative adverbs (where, when, why).",12
"4.L.1.b",3,12,"Form and use the progressive (e.g., I was walking; I am walking; I will be walking) verb tenses.",12
"4.L.1.c",3,12,"Use modal auxiliaries (e.g., can, may, must) to convey various conditions.",12
"4.L.1.d",3,12,"Order adjectives within sentences according to conventional patterns (e.g., a small red bag rather than a red small bag).",12
"4.L.1.e",3,12,"Form and use prepositional phrases.",12
"4.L.1.f",3,12,"Produce complete sentences, recognizing and correcting inappropriate fragments and run-ons.*",12
"4.L.1.g",3,12,"Correctly use frequently confused words (e.g., to, too, two; there, their).*",12
"4.L.2",3,12,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.",12
"4.L.2.a",3,12,"Use correct capitalization.",12
"4.L.2.b",3,12,"Use commas and quotation marks to mark direct speech and quotations from a text.",12
"4.L.2.c",3,12,"Use a comma before a coordinating conjunction in a compound sentence.",12
"4.L.2.d",3,12,"Spell grade-appropriate words correctly, consulting references as needed.",12
"4.L.3",3,12,"Use knowledge of language and its conventions when writing, speaking, reading, or listening.",12
"4.L.3.a",3,12,"Choose words and phrases to convey ideas precisely.*",12
"4.L.3.b",3,12,"Choose punctuation for effect.*",12
"4.L.3.c",3,12,"Differentiate between contexts that call for formal English (e.g., presenting ideas) and situations where informal discourse is appropriate (e.g., small-group discussion).",12
"4.L.4",3,12,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grade 4 reading and content, choosing flexibly from a range of strategies.",12
"4.L.4.a",3,12,"Use context (e.g., definitions, examples, or restatements in text) as a clue to the meaning of a word or phrase.",12
"4.L.4.b",3,12,"Use common, grade-appropriate Greek and Latin affixes and roots as clues to the meaning of a word (e.g., telegraph, photograph, autograph).",12
"4.L.4.c",3,12,"Consult reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation and determine or clarify the precise meaning of key words and phrases.",12
"4.L.5",3,12,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings.",12
"4.L.5.a",3,12,"Explain the meaning of simple similes and metaphors (e.g., as pretty as a picture) in context.",12
"4.L.5.b",3,12,"Recognize and explain the meaning of common idioms, adages, and proverbs.",12
"4.L.5.c",3,12,"Demonstrate understanding of words by relating them to their opposites (antonyms) and to words with similar but not identical meanings (synonyms).",12
"4.L.6",3,12,"Acquire and use accurately grade-appropriate general academic and domain-specific words and phrases, including those that signal precise actions, emotions, or states of being (e.g., quizzed, whined, stammered) and that are basic to a particular topic (e.g., wildlife, conservation, and endangered when discussing animal preservation).",12
"4.RF.3",3,13,"Know and apply grade-level phonics and word analysis skills in decoding words.",12
"4.RF.3.a",3,13,"Use combined knowledge of all letter-sound correspondences, syllabication patterns, and morphology (e.g., roots and affixes) to read accurately unfamiliar multisyllabic words in context and out of context.",12
"4.RF.4",3,13,"Read with sufficient accuracy and fluency to support comprehension.",12
"4.RF.4.a",3,13,"Read on-level text with purpose and understanding.",12
"4.RF.4.b",3,13,"Read on-level prose and poetry orally with accuracy, appropriate rate, and expression on successive readings.",12
"4.RF.4.c",3,13,"Use context to confirm or self-correct word recognition and understanding, rereading as necessary.",12
"4.RI.1",3,15,"Refer to details and examples in a text when explaining what the text says explicitly and when drawing inferences from the text.",12
"4.RI.10",3,15,"By the end of year, read and comprehend informational texts, including history/social studies, science, and technical texts, in the grades 4–5 text complexity band proficiently, with scaffolding as needed at the high end of the range.",12
"4.RI.2",3,15,"Determine the main idea of a text and explain how it is supported by key details; summarize the text.",12
"4.RI.3",3,15,"Explain events, procedures, ideas, or concepts in a historical, scientific, or technical text, including what happened and why, based on specific information in the text.",12
"4.RI.4",3,15,"Determine the meaning of general academic and domain-specific words or phrases in a text relevant to a grade 4 topic or subject area.",12
"4.RI.5",3,15,"Describe the overall structure (e.g., chronology, comparison, cause/effect, problem/solution) of events, ideas, concepts, or information in a text or part of a text.",12
"4.RI.6",3,15,"Compare and contrast a firsthand and secondhand account of the same event or topic; describe the differences in focus and the information provided.",12
"4.RI.7",3,15,"Interpret information presented visually, orally, or quantitatively (e.g., in charts, graphs, diagrams, time lines, animations, or interactive elements on Web pages) and explain how the information contributes to an understanding of the text in which it appears.",12
"4.RI.8",3,15,"Explain how an author uses reasons and evidence to support particular points in a text.",12
"4.RI.9",3,15,"Integrate information from two texts on the same topic in order to write or speak about the subject knowledgeably.",12
"4.RL.1",3,16,"Refer to details and examples in a text when explaining what the text says explicitly and when drawing inferences from the text.",12
"4.RL.10",3,16,"By the end of the year, read and comprehend literature, including stories, dramas, and poetry, in the grades 4–5 text complexity band proficiently, with scaffolding as needed at the high end of the range.",12
"4.RL.2",3,16,"Determine a theme of a story, drama, or poem from details in the text; summarize the text.",12
"4.RL.3",3,16,"Describe in depth a character, setting, or event in a story or drama, drawing on specific details in the text (e.g., a character’s thoughts, words, or actions).",12
"4.RL.4",3,16,"Determine the meaning of words and phrases as they are used in a text, including those that allude to significant characters found in mythology (e.g., Herculean).",12
"4.RL.5",3,16,"Explain major differences between poems, drama, and prose, and refer to the structural elements of poems (e.g., verse, rhythm, meter) and drama (e.g., casts of characters, settings, descriptions, dialogue, stage directions) when writing or speaking about a text.",12
"4.RL.6",3,16,"Compare and contrast the point of view from which different stories are narrated, including the difference between first- and third-person narrations.",12
"4.RL.7",3,16,"Make connections between the text of a story or drama and a visual or oral presentation of the text, identifying where each version reflects specific descriptions and directions in the text.",12
"4.RL.8",3,16,"(Not applicable to literature)",12
"4.RL.9",3,16,"Compare and contrast the treatment of similar themes and topics (e.g., opposition of good and evil) and patterns of events (e.g., the quest) in stories, myths, and traditional literature from different cultures.",12
"4.SL.1",3,18,"Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 4 topics and texts, building on others’ ideas and expressing their own clearly.",12
"4.SL.1.a",3,18,"Come to discussions prepared, having read or studied required material; explicitly draw on that preparation and other information known about the topic to explore ideas under discussion.",12
"4.SL.1.b",3,18,"Follow agreed-upon rules for discussions and carry out assigned roles.",12
"4.SL.1.c",3,18,"Pose and respond to specific questions to clarify or follow up on information, and make comments that contribute to the discussion and link to the remarks of others.",12
"4.SL.1.d",3,18,"Review the key ideas expressed and explain their own ideas and understanding in light of the discussion.",12
"4.SL.2",3,18,"Paraphrase portions of a text read aloud or information presented in diverse media and formats, including visually, quantitatively, and orally.",12
"4.SL.3",3,18,"Identify the reasons and evidence a speaker provides to support particular points.",12
"4.SL.4",3,18,"Report on a topic or text, tell a story, or recount an experience in an organized manner, using appropriate facts and relevant, descriptive details to support main ideas or themes; speak clearly at an understandable pace.",12
"4.SL.5",3,18,"Add audio recordings and visual displays to presentations when appropriate to enhance the development of main ideas or themes.",12
"4.SL.6",3,18,"Differentiate between contexts that call for formal English (e.g., presenting ideas) and situations where informal discourse is appropriate (e.g., small-group discussion); use formal English when appropriate to task and situation.",12
"4.W.1",3,19,"Write opinion pieces on topics or texts, supporting a point of view with reasons and information.",12
"4.W.1.a",3,19,"Introduce a topic or text clearly, state an opinion, and create an organizational structure in which related ideas are grouped to support the writer’s purpose.",12
"4.W.1.b",3,19,"Provide reasons that are supported by facts and details.",12
"4.W.1.c",3,19,"Link opinion and reasons using words and phrases (e.g., for instance, in order to, in addition).",12
"4.W.1.d",3,19,"Provide a concluding statement or section related to the opinion presented.",12
"4.W.10",3,19,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences.",12
"4.W.2",3,19,"Write informative/explanatory texts to examine a topic and convey ideas and information clearly.",12
"4.W.2.a",3,19,"Introduce a topic clearly and group related information in paragraphs and sections; include formatting (e.g., headings), illustrations, and multimedia when useful to aiding comprehension.",12
"4.W.2.b",3,19,"Develop the topic with facts, definitions, concrete details, quotations, or other information and examples related to the topic.",12
"4.W.2.c",3,19,"Link ideas within categories of information using words and phrases (e.g., another, for example, also, because).",12
"4.W.2.d",3,19,"d.Use precise language and domain-specific vocabulary to inform about or explain the topic.",12
"4.W.2.e",3,19,"Provide a concluding statement or section related to the information or explanation presented.",12
"4.W.3",3,19,"Write narratives to develop real or imagined experiences or events using effective technique, descriptive details, and clear event sequences.",12
"4.W.3.a",3,19,"Orient the reader by establishing a situation and introducing a narrator and/or characters; organize an event sequence that unfolds naturally.",12
"4.W.3.b",3,19,"Use dialogue and description to develop experiences and events or show the responses of characters to situations.",12
"4.W.3.c",3,19,"Use a variety of transitional words and phrases to manage the sequence of events.",12
"4.W.3.d",3,19,"Use concrete words and phrases and sensory details to convey experiences and events precisely.",12
"4.W.3.e",3,19,"Provide a conclusion that follows from the narrated experiences or events.",12
"4.W.4",3,19,"Produce clear and coherent writing in which the development and organization are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1–3 above.)",12
"4.W.5",3,19,"With guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, and editing.",12
"4.W.6",3,19,"With some guidance and support from adults, use technology, including the Internet, to produce and publish writing as well as to interact and collaborate with others; demonstrate sufficient command of keyboarding skills to type a minimum of one page in a single sitting.",12
"4.W.7",3,19,"Conduct short research projects that build knowledge through investigation of different aspects of a topic.",12
"4.W.8",3,19,"Recall relevant information from experiences or gather relevant information from print and digital sources; take notes and categorize information, and provide a list of sources.",12
"4.W.9",3,19,"Draw evidence from literary or informational texts to support analysis, reflection, and research.",12
"4.W.9.a",3,19,"Apply grade 4 Reading standards to literature (e.g., “Describe in depth a character, setting, or event in a story or drama, drawing on specific details in the text [e.g., a character’s thoughts, words, or actions].”).",12
"4.W.9.b",3,19,"Apply grade 4 Reading standards to informational texts (e.g., “Explain how an author uses reasons and evidence to support particular points in a text”).",12
"5.L.1",3,12,"Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.",13
"5.L.2",3,12,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.",13
"5.L.3",3,12,"Use knowledge of language and its conventions when writing, speaking, reading, or listening.",13
"5.L.3.a",3,12,"Expand, combine, and reduce sentences for meaning, reader/listener interest, and style.",13
"5.L.3.b",3,12,"Compare and contrast the varieties of English (e.g., dialects, registers) used in stories, dramas, or poems.",13
"5.L.4",3,12,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grade 5 reading and content, choosing flexibly from a range of strategies.",13
"5.L.4.a",3,12,"Use context (e.g., cause/effect relationships and comparisons in text) as a clue to the meaning of a word or phrase.",13
"5.L.4.b",3,12,"Use common, grade-appropriate Greek and Latin affixes and roots as clues to the meaning of a word (e.g., photograph, photosynthesis).",13
"5.L.4.c",3,12,"Consult reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation and determine or clarify the precise meaning of key words and phrases.",13
"5.L.5",3,12,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings.",13
"5.L.5.a",3,12,"Interpret figurative language, including similes and metaphors, in context.",13
"5.L.5.b",3,12,"Recognize and explain the meaning of common idioms, adages, and proverbs.",13
"5.L.5.c",3,12,"Use the relationship between particular words (e.g., synonyms, antonyms, homographs) to better understand each of the words.",13
"5.L.6",3,12,"Acquire and use accurately grade-appropriate general academic and domain-specific words and phrases, including those that signal contrast, addition, and other logical relationships (e.g., however, although, nevertheless, similarly, moreover, in addition).",13
"5.RF.3",3,13,"Know and apply grade-level phonics and word analysis skills in decoding words.",13
"5.RF.3.a",3,13,"Use combined knowledge of all letter-sound correspondences, syllabication patterns, and morphology (e.g., roots and affixes) to read accurately unfamiliar multisyllabic words in context and out of context.",13
"5.RF.4",3,13,"Read with sufficient accuracy and fluency to support comprehension.",13
"5.RF.4.a",3,13,"Read on-level text with purpose and understanding.",13
"5.RF.4.b",3,13,"Read on-level prose and poetry orally with accuracy, appropriate rate, and expression on successive readings.",13
"5.RF.4.c",3,13,"Use context to confirm or self-correct word recognition and understanding, rereading as necessary.",13
"5.RI.1",3,15,"Quote accurately from a text when explaining what the text says explicitly and when drawing inferences from the text.",13
"5.RI.10",3,15,"By the end of the year, read and comprehend informational texts, including history/social studies, science, and technical texts, at the high end of the grades 4–5 text complexity band independently and proficiently.",13
"5.RI.2",3,15,"Determine two or more main ideas of a text and explain how they are supported by key details; summarize the text.",13
"5.RI.3",3,15,"Explain the relationships or interactions between two or more individuals, events, ideas, or concepts in a historical, scientific, or technical text based on specific information in the text.",13
"5.RI.4",3,15,"Determine the meaning of general academic and domain-specific words and phrases in a text relevant to a grade 5 topic or subject area.",13
"5.RI.5",3,15,"Compare and contrast the overall structure (e.g., chronology, comparison, cause/effect, problem/solution) of events, ideas, concepts, or information in two or more texts.",13
"5.RI.6",3,15,"Analyze multiple accounts of the same event or topic, noting important similarities and differences in the point of view they represent.",13
"5.RI.7",3,15,"Draw on information from multiple print or digital sources, demonstrating the ability to locate an answer to a question quickly or to solve a problem efficiently.",13
"5.RI.8",3,15,"Explain how an author uses reasons and evidence to support particular points in a text, identifying which reasons and evidence support which point(s).",13
"5.RI.9",3,15,"Integrate information from several texts on the same topic in order to write or speak about the subject knowledgeably.",13
